Batch 415, DSC Scores: [0.9995389669804201, 0.685176187501446]
Batch 416, DSC Scores: [0.9998169984900437, 0.6714590140644978]
Batch 417, DSC Scores: [0.999857326670448, 0.8227107239964976]
Batch 418, DSC Scores: [0.9997066559967529, 0.6525173284616624]
Batch 419, DSC Scores: [0.9993650113479666, 0.20576277178716634]
Batch 420, DSC Scores: [0.9996774787986806, 0.04073017683970336]
Batch 421, DSC Scores: [0.9996520328990893, 0.5814797286638271]
Batch 422, DSC Scores: [0.9996982211520333, 0.8632041534602446]
Batch 423, DSC Scores: [0.9992099176617508, 0.08098471460019223]
Batch 424, DSC Scores: [0.9998020497834239, 0.6738723313178875]
Batch 425, DSC Scores: [0.9996497525118619, 0.668218071881775]
Batch 426, DSC Scores: [0.9997836086574879, 0.6652729037556933]
Batch 427, DSC Scores: [0.996414410658736, 0.28261577845008146]
Batch 428, DSC Scores: [0.9996977196333057, 0.613126079447323]
Batch 429, DSC Scores: [0.9996577189358945, 0.8256415357071812]
Batch 430, DSC Scores: [0.9997931253038597, 0.22634168669184118]
Batch 431, DSC Scores: [0.9997179467607374, 0.8045848968105066]
Batch 432, DSC Scores: [0.9998747649794277, 0.8242275947702871]
Batch 433, DSC Scores: [0.999327519986588, 0.6347148604636311]
Batch 434, DSC Scores: [0.9997063536110451, 0.7497802123486846]
Batch 435, DSC Scores: [0.999552576570923, 0.5444943065604299]
Batch 436, DSC Scores: [0.9993770396017301, 0.5070944269885894]
Batch 437, DSC Scores: [0.9991175310952825, 0.43988777666170203]
Batch 438, DSC Scores: [0.9998119992516585, 0.47448953482421574]
Batch 439, DSC Scores: [0.9998218770515747, 0.7185688021496253]
Batch 440, DSC Scores: [0.9997844357278206, 0.7066581081869638]
Batch 441, DSC Scores: [0.9996201954307354, 0.6103753127606338]
Batch 442, DSC Scores: [0.9994072621676138, 0.5298319527376973]
Batch 443, DSC Scores: [0.9996078813280586, 0.8124533110691216]
Batch 444, DSC Scores: [0.9997946074994789, 0.5760432962665426]
Batch 445, DSC Scores: [0.9997378490965924, 0.8041327940410876]
Batch 446, DSC Scores: [0.9996785244519623, 0.572793142157363]
Batch 447, DSC Scores: [0.999738376903353, 0.6410737702810418]
Batch 448, DSC Scores: [0.9992693621671972, 0.17827380952380953]
Batch 449, DSC Scores: [0.9998806006611037, 0.6676201728748212]
Batch 450, DSC Scores: [0.9997542537627931, 0.07060202138567452]
Batch 451, DSC Scores: [0.9993897861870332, 0.6318702346256881]
Batch 452, DSC Scores: [0.9998263134533167, 0.7684488614920115]
Batch 453, DSC Scores: [0.9997702759037661, 0.47691195206776626]
Batch 454, DSC Scores: [0.9998261089464562, 0.7050094432952604]
Batch 455, DSC Scores: [0.9998038206507199, 0.7932531369457703]
Batch 456, DSC Scores: [0.9995289877463757, 0.7976869486273659]
Batch 457, DSC Scores: [0.9996400473508761, 0.5613867589581406]
Batch 458, DSC Scores: [0.999738371148319, 0.5965967848077466]
Batch 459, DSC Scores: [0.9998278625260831, 0.863357036987693]
Batch 460, DSC Scores: [0.9996485742555619, 0.7786837844089752]
Batch 461, DSC Scores: [0.9997676964532553, 0.8291653476838662]
Batch 462, DSC Scores: [0.9996884376732881, 0.7203148057058534]
Batch 463, DSC Scores: [0.9997873170868518, 0.590891931775284]
Batch 464, DSC Scores: [0.9996243916470806, 0.4737134394668641]
Batch 465, DSC Scores: [0.9996062943372386, 0.5122463261021694]
Batch 466, DSC Scores: [0.9995043519264755, 0.7439176259757616]
Batch 467, DSC Scores: [0.9990211730674374, 0.20848600711592585]
Batch 468, DSC Scores: [0.9996936279159742, 0.47074441604991535]
Batch 469, DSC Scores: [0.9996801396036398, 0.4949606880903382]
Batch 470, DSC Scores: [0.9997244950398261, 0.0]
Batch 471, DSC Scores: [0.9994530780263629, 0.18329355608591885]
Batch 472, DSC Scores: [0.999629857414173, 0.3473365401745947]
Batch 473, DSC Scores: [0.9995923510826634, 0.813573469453273]
Batch 474, DSC Scores: [0.9995566332388474, 0.7521105688740071]
Batch 475, DSC Scores: [0.9996172724635412, 0.6134234883334257]
Batch 476, DSC Scores: [0.9996427362412018, 0.49383680071392716]
Batch 477, DSC Scores: [0.9992506418727447, 0.11459857971485879]
Batch 478, DSC Scores: [0.9996355504257178, 0.5068991720993481]
Batch 479, DSC Scores: [0.9989944665903611, 0.02082371646920039]
Batch 480, DSC Scores: [0.9996712524076649, 0.6266331872153892]
Batch 481, DSC Scores: [0.998709722982502, 0.014505071108844693]
Batch 482, DSC Scores: [0.9997043847154284, 0.8690895901342038]
Batch 483, DSC Scores: [0.9990995059084591, 0.29143113503813367]
Batch 484, DSC Scores: [0.9994521986103236, 0.3256120837948017]
Batch 485, DSC Scores: [0.999602826793102, 0.5343602399897877]
Batch 486, DSC Scores: [0.9997029365211462, 0.682374521648376]
Batch 487, DSC Scores: [0.9997171620605911, 0.7555608175104704]
Batch 488, DSC Scores: [0.9998070911583049, 0.8062165058949625]
Batch 489, DSC Scores: [0.999312874842847, 0.685741485085678]
Batch 490, DSC Scores: [0.999162595603408, 0.7772602511852283]
Batch 491, DSC Scores: [0.9996784939120406, 0.4478280833869042]
Batch 492, DSC Scores: [0.9997557780513456, 0.8328711872951853]
Batch 493, DSC Scores: [0.9996712921240387, 0.5467819533694446]
Batch 494, DSC Scores: [0.9996061350393302, 0.49260123254761323]
Batch 495, DSC Scores: [0.9993861653158282, 0.5382726593359667]
Batch 496, DSC Scores: [0.9994861788644805, 0.5220924761538133]
Batch 497, DSC Scores: [0.9998453314104455, 0.8447928806017586]
Batch 498, DSC Scores: [0.9997697346944919, 0.8053684451335756]
Batch 499, DSC Scores: [0.9998446009449942, 0.6139082828407099]
Batch 500, DSC Scores: [0.9997653931414073, 0.6010853596378137]
Batch 501, DSC Scores: [0.9994637307641545, 0.8114700483193721]
Batch 502, DSC Scores: [0.9997224098740638, 0.7335609321656523]
Batch 503, DSC Scores: [0.999502697723279, 0.41061869956253566]
Batch 504, DSC Scores: [0.9995590476548382, 0.6412969523496703]
Batch 505, DSC Scores: [0.99934717106827, 0.11592841373479261]
Batch 506, DSC Scores: [0.9989912010589789, 0.718511351463423]
Batch 507, DSC Scores: [0.9994739546014803, 0.7714517514555693]
Batch 508, DSC Scores: [0.9995666631897924, 0.5278610312557342]
Batch 509, DSC Scores: [0.9995902020997541, 0.8456620248711954]
Batch 510, DSC Scores: [0.9990578795846744, 0.03118355776045358]
Batch 511, DSC Scores: [0.9996322404608649, 0.7852293426063918]
Batch 512, DSC Scores: [0.9994859278531486, 0.4518473014480035]
Batch 513, DSC Scores: [0.9996433236106027, 0.8312843555413635]
Batch 514, DSC Scores: [0.9996216937563894, 0.7427809523809524]
Batch 515, DSC Scores: [0.9994956569162279, 0.05282075324269417]
Batch 516, DSC Scores: [0.999304348585076, 0.09018264840182648]
Batch 517, DSC Scores: [0.9996135579378491, 0.7657179373740353]
Batch 518, DSC Scores: [0.9998065044968261, 0.8214571948998178]
Batch 519, DSC Scores: [0.999387058613676, 0.5425035756482806]
Batch 520, DSC Scores: [0.9994020204225554, 0.05164630908125332]
Batch 521, DSC Scores: [0.9991506490583795, 0.468437900128041]
Batch 522, DSC Scores: [0.9997457409516544, 0.7279242215623497]
Batch 523, DSC Scores: [0.999833081912357, 0.7538835993986684]
Batch 524, DSC Scores: [0.9997024590194071, 0.6362693457525778]
Batch 525, DSC Scores: [0.999835214179961, 0.8525004433410179]
Batch 526, DSC Scores: [0.9998419068957355, 0.8845221740271367]
Batch 527, DSC Scores: [0.9995060866288619, 0.5925012626637749]
Batch 528, DSC Scores: [0.9996435511215502, 0.47960118451607403]
Batch 529, DSC Scores: [0.9994927807699912, 0.6743972902968719]
Batch 530, DSC Scores: [0.9995752653022617, 0.5753608448204973]
Batch 531, DSC Scores: [0.9991457782578518, 0.5273098134018283]
Mean DSC: 0.7923430871162638
